Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.32619817858244954
100% Corpus,6,0.9099999999999999,symmetric,0.36413704371549765
100% Corpus,6,symmetric,0.01,0.34235072099393205
100% Corpus,6,symmetric,0.31,0.3888650782297376
100% Corpus,6,symmetric,0.61,0.4257161827843193
100% Corpus,6,symmetric,0.9099999999999999,0.36609105438237033
100% Corpus,6,symmetric,symmetric,0.35200649826151187
100% Corpus,6,asymmetric,0.01,0.3475201092230397
100% Corpus,6,asymmetric,0.31,0.39854635194104754
100% Corpus,6,asymmetric,0.61,0.4210199990062967
100% Corpus,6,asymmetric,0.9099999999999999,0.4016889343715622
100% Corpus,6,asymmetric,symmetric,0.33891913873444596
100% Corpus,7,0.01,0.01,0.3609290523506597
100% Corpus,7,0.01,0.31,0.3920919608457966
100% Corpus,7,0.01,0.61,0.39217234226267805
100% Corpus,7,0.01,0.9099999999999999,0.44913257224299774
100% Corpus,7,0.01,symmetric,0.344335486820442
100% Corpus,7,0.31,0.01,0.3637034893335502
100% Corpus,7,0.31,0.31,0.3872145959893341
100% Corpus,7,0.31,0.61,0.44353303888581225
100% Corpus,7,0.31,0.9099999999999999,0.31759401156100553
100% Corpus,7,0.31,symmetric,0.34942106193561195
100% Corpus,7,0.61,0.01,0.36809919666869795
100% Corpus,7,0.61,0.31,0.37047323146008027
100% Corpus,7,0.61,0.61,0.39288741416625284
100% Corpus,7,0.61,0.9099999999999999,0.32409326231119273
100% Corpus,7,0.61,symmetric,0.3477939490970409
100% Corpus,7,0.9099999999999999,0.01,0.36604089127583617
100% Corpus,7,0.9099999999999999,0.31,0.35844551575291733
100% Corpus,7,0.9099999999999999,0.61,0.3507364641174487
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.33939765883515005
100% Corpus,7,0.9099999999999999,symmetric,0.3649315843584475
100% Corpus,7,symmetric,0.01,0.3645129524003561
100% Corpus,7,symmetric,0.31,0.37896165198311194
100% Corpus,7,symmetric,0.61,0.41608551670656285
100% Corpus,7,symmetric,0.9099999999999999,0.47497238304418943
100% Corpus,7,symmetric,symmetric,0.35687782275860164
100% Corpus,7,asymmetric,0.01,0.3676600146772546
100% Corpus,7,asymmetric,0.31,0.40940784809554476
100% Corpus,7,asymmetric,0.61,0.4479398376111711
100% Corpus,7,asymmetric,0.9099999999999999,0.43076526346299837
100% Corpus,7,asymmetric,symmetric,0.3430259948582577
100% Corpus,8,0.01,0.01,0.3558821129662584
100% Corpus,8,0.01,0.31,0.41728920198878944
100% Corpus,8,0.01,0.61,0.38623301432029095
100% Corpus,8,0.01,0.9099999999999999,0.35860298407127583
100% Corpus,8,0.01,symmetric,0.3515384524919801
100% Corpus,8,0.31,0.01,0.354597021863484
100% Corpus,8,0.31,0.31,0.3878788530519216
100% Corpus,8,0.31,0.61,0.36294186740510237
100% Corpus,8,0.31,0.9099999999999999,0.3733612598683877
100% Corpus,8,0.31,symmetric,0.3691857371597741
100% Corpus,8,0.61,0.01,0.39223980561262123
100% Corpus,8,0.61,0.31,0.3655336494558324
100% Corpus,8,0.61,0.61,0.3546638614762333
100% Corpus,8,0.61,0.9099999999999999,0.35213562972433166
100% Corpus,8,0.61,symmetric,0.3607716023885772
100% Corpus,8,0.9099999999999999,0.01,0.3696154570094312
100% Corpus,8,0.9099999999999999,0.31,0.34948074590786404
100% Corpus,8,0.9099999999999999,0.61,0.3622729743902275
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.3498533890144214
100% Corpus,8,0.9099999999999999,symmetric,0.36630544965362755
100% Corpus,8,symmetric,0.01,0.3410361101263037
100% Corpus,8,symmetric,0.31,0.4001193626354295
100% Corpus,8,symmetric,0.61,0.3800934470590525
100% Corpus,8,symmetric,0.9099999999999999,0.38178516715492944
100% Corpus,8,symmetric,symmetric,0.3258267281647663
100% Corpus,8,asymmetric,0.01,0.3576427991421461
100% Corpus,8,asymmetric,0.31,0.3721734975588741
100% Corpus,8,asymmetric,0.61,0.36688537836825824
100% Corpus,8,asymmetric,0.9099999999999999,0.3604508164574822
100% Corpus,8,asymmetric,symmetric,0.3533342360618891
100% Corpus,9,0.01,0.01,0.3556064088676948
100% Corpus,9,0.01,0.31,0.3707587343145451
100% Corpus,9,0.01,0.61,0.4046815646088574
100% Corpus,9,0.01,0.9099999999999999,0.44720535360631586
100% Corpus,9,0.01,symmetric,0.34829514013381613
100% Corpus,9,0.31,0.01,0.36022715074110434
100% Corpus,9,0.31,0.31,0.3725293069428625
100% Corpus,9,0.31,0.61,0.4347979701195772
100% Corpus,9,0.31,0.9099999999999999,0.4156754070403705
100% Corpus,9,0.31,symmetric,0.3582463292236229
100% Corpus,9,0.61,0.01,0.36764818663995996
100% Corpus,9,0.61,0.31,0.38024438192858695
100% Corpus,9,0.61,0.61,0.3702624994893698
100% Corpus,9,0.61,0.9099999999999999,0.3227587709566829
100% Corpus,9,0.61,symmetric,0.3602359748881091
100% Corpus,9,0.9099999999999999,0.01,0.35933877402429026
100% Corpus,9,0.9099999999999999,0.31,0.34782083016086685
100% Corpus,9,0.9099999999999999,0.61,0.35610288432598
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.3615122959939701
100% Corpus,9,0.9099999999999999,symmetric,0.35799115669142495
100% Corpus,9,symmetric,0.01,0.3603067852439619
100% Corpus,9,symmetric,0.31,0.397250265320061
100% Corpus,9,symmetric,0.61,0.43272729354953643
100% Corpus,9,symmetric,0.9099999999999999,0.3244178693699446
100% Corpus,9,symmetric,symmetric,0.36205380737972387
100% Corpus,9,asymmetric,0.01,0.3226928897789463
100% Corpus,9,asymmetric,0.31,0.3568187711566226
100% Corpus,9,asymmetric,0.61,0.444812028191108
100% Corpus,9,asymmetric,0.9099999999999999,0.35740774460063873
100% Corpus,9,asymmetric,symmetric,0.33294357769497984
100% Corpus,10,0.01,0.01,0.3310817429737145
100% Corpus,10,0.01,0.31,0.4014044074287402
100% Corpus,10,0.01,0.61,0.4195877848574405
100% Corpus,10,0.01,0.9099999999999999,0.4039766559614023
100% Corpus,10,0.01,symmetric,0.3628251495058439
100% Corpus,10,0.31,0.01,0.3692712133030121
100% Corpus,10,0.31,0.31,0.40665297947051954
100% Corpus,10,0.31,0.61,0.41693189334386005
100% Corpus,10,0.31,0.9099999999999999,0.4244054634609887
100% Corpus,10,0.31,symmetric,0.3631286423128724
100% Corpus,10,0.61,0.01,0.36757173014659694
100% Corpus,10,0.61,0.31,0.38941145020622064
100% Corpus,10,0.61,0.61,0.3518898320698919
100% Corpus,10,0.61,0.9099999999999999,0.3734898046109081
100% Corpus,10,0.61,symmetric,0.34595648721727634
100% Corpus,10,0.9099999999999999,0.01,0.357948919147687
100% Corpus,10,0.9099999999999999,0.31,0.3512448014973527
100% Corpus,10,0.9099999999999999,0.61,0.3706405636813895
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.3347735389419541
100% Corpus,10,0.9099999999999999,symmetric,0.3424677098540858
100% Corpus,10,symmetric,0.01,0.3421138074258147
100% Corpus,10,symmetric,0.31,0.39457530390368445
100% Corpus,10,symmetric,0.61,0.38793917146649487
100% Corpus,10,symmetric,0.9099999999999999,0.41754011229551335
100% Corpus,10,symmetric,symmetric,0.33363588782767883
100% Corpus,10,asymmetric,0.01,0.3548928170838639
100% Corpus,10,asymmetric,0.31,0.3873684133019481
100% Corpus,10,asymmetric,0.61,0.3718426685786942
100% Corpus,10,asymmetric,0.9099999999999999,0.4090542762156451
100% Corpus,10,asymmetric,symmetric,0.35424757418263725
100% Corpus,11,0.01,0.01,0.3591882683124333
100% Corpus,11,0.01,0.31,0.4214995340460217
100% Corpus,11,0.01,0.61,0.39768631781816827
100% Corpus,11,0.01,0.9099999999999999,0.3757964722544788
100% Corpus,11,0.01,symmetric,0.35197917895602066
100% Corpus,11,0.31,0.01,0.3510434078690715
100% Corpus,11,0.31,0.31,0.43181328136376784
100% Corpus,11,0.31,0.61,0.4125406706639965
100% Corpus,11,0.31,0.9099999999999999,0.34455609882068766
100% Corpus,11,0.31,symmetric,0.3334726770426792
100% Corpus,11,0.61,0.01,0.3604225137926382
100% Corpus,11,0.61,0.31,0.37814515124418846
100% Corpus,11,0.61,0.61,0.37818623235464144
100% Corpus,11,0.61,0.9099999999999999,0.35329134677386453
100% Corpus,11,0.61,symmetric,0.3709217994961593
100% Corpus,11,0.9099999999999999,0.01,0.35674843731042616
100% Corpus,11,0.9099999999999999,0.31,0.3474237056611798
100% Corpus,11,0.9099999999999999,0.61,0.36206026119884194
100% Corpus,11,0.9099999999999999,0.9099999999999999,0.3130330917203948
100% Corpus,11,0.9099999999999999,symmetric,0.3694231857356586
100% Corpus,11,symmetric,0.01,0.3569142930528126
100% Corpus,11,symmetric,0.31,0.41361829599314476
100% Corpus,11,symmetric,0.61,0.4430753089055898
100% Corpus,11,symmetric,0.9099999999999999,0.46267154616543915
100% Corpus,11,symmetric,symmetric,0.32675789207260203
100% Corpus,11,asymmetric,0.01,0.35280371914641806
100% Corpus,11,asymmetric,0.31,0.3890105455833211
100% Corpus,11,asymmetric,0.61,0.46796789788088883
100% Corpus,11,asymmetric,0.9099999999999999,0.3743455578064494
100% Corpus,11,asymmetric,symmetric,0.3354002951506676
100% Corpus,12,0.01,0.01,0.34718973763485017
100% Corpus,12,0.01,0.31,0.37870848082754893
100% Corpus,12,0.01,0.61,0.40692239076255354
100% Corpus,12,0.01,0.9099999999999999,0.41178053462659414
100% Corpus,12,0.01,symmetric,0.3385102794723656
100% Corpus,12,0.31,0.01,0.36649524067621103
100% Corpus,12,0.31,0.31,0.4008120589100632
100% Corpus,12,0.31,0.61,0.3989337748119048
100% Corpus,12,0.31,0.9099999999999999,0.3734376881540045
100% Corpus,12,0.31,symmetric,0.34496219594176425
100% Corpus,12,0.61,0.01,0.3649675910749221
100% Corpus,12,0.61,0.31,0.3852853805215941
100% Corpus,12,0.61,0.61,0.38038606328980457
100% Corpus,12,0.61,0.9099999999999999,0.40522312780333153
100% Corpus,12,0.61,symmetric,0.3441167598745189
100% Corpus,12,0.9099999999999999,0.01,0.3612514648918373
100% Corpus,12,0.9099999999999999,0.31,0.36405325948642164
100% Corpus,12,0.9099999999999999,0.61,0.36636687416490504
100% Corpus,12,0.9099999999999999,0.9099999999999999,0.35776796520238213
100% Corpus,12,0.9099999999999999,symmetric,0.3618722617980027
100% Corpus,12,symmetric,0.01,0.35548596914761804
100% Corpus,12,symmetric,0.31,0.39408754022624654
100% Corpus,12,symmetric,0.61,0.40042138960287293
100% Corpus,12,symmetric,0.9099999999999999,0.36962670080021964
100% Corpus,12,symmetric,symmetric,0.34065008740029035
100% Corpus,12,asymmetric,0.01,0.36118903045150563
100% Corpus,12,asymmetric,0.31,0.3872100053358085
100% Corpus,12,asymmetric,0.61,0.41679257486144444
100% Corpus,12,asymmetric,0.9099999999999999,0.41623013221584126
100% Corpus,12,asymmetric,symmetric,0.3548057597066956
100% Corpus,13,0.01,0.01,0.34157773774910616
100% Corpus,13,0.01,0.31,0.40607366239487885
100% Corpus,13,0.01,0.61,0.3802635027690527
100% Corpus,13,0.01,0.9099999999999999,0.3671453180357731
100% Corpus,13,0.01,symmetric,0.34204266590265625
100% Corpus,13,0.31,0.01,0.3551161450504871
100% Corpus,13,0.31,0.31,0.3725777216099306
100% Corpus,13,0.31,0.61,0.4267007367378502
100% Corpus,13,0.31,0.9099999999999999,0.3743669420564022
100% Corpus,13,0.31,symmetric,0.34105859537794875
100% Corpus,13,0.61,0.01,0.3708968941337769
100% Corpus,13,0.61,0.31,0.3804686840196809
100% Corpus,13,0.61,0.61,0.38866754954896054
100% Corpus,13,0.61,0.9099999999999999,0.3665330627618386
100% Corpus,13,0.61,symmetric,0.3638341474871231
100% Corpus,13,0.9099999999999999,0.01,0.3719247333409117
100% Corpus,13,0.9099999999999999,0.31,0.34100429090996126
100% Corpus,13,0.9099999999999999,0.61,0.3547903282135534
100% Corpus,13,0.9099999999999999,0.9099999999999999,0.367375109045808
100% Corpus,13,0.9099999999999999,symmetric,0.360610022954846
100% Corpus,13,symmetric,0.01,0.36029465860767684
100% Corpus,13,symmetric,0.31,0.38150378359925585
100% Corpus,13,symmetric,0.61,0.3771427507605244
100% Corpus,13,symmetric,0.9099999999999999,0.40716474894560595
100% Corpus,13,symmetric,symmetric,0.34008537769474645
100% Corpus,13,asymmetric,0.01,0.34530453312089304
100% Corpus,13,asymmetric,0.31,0.40595651643608305
100% Corpus,13,asymmetric,0.61,0.4378483592769873
100% Corpus,13,asymmetric,0.9099999999999999,0.39850971278789626
100% Corpus,13,asymmetric,symmetric,0.337663828215145
100% Corpus,14,0.01,0.01,0.3449258349276678
100% Corpus,14,0.01,0.31,0.38449714285359915
100% Corpus,14,0.01,0.61,0.39796932682864333
100% Corpus,14,0.01,0.9099999999999999,0.38020095258983233
100% Corpus,14,0.01,symmetric,0.34660130777059234
100% Corpus,14,0.31,0.01,0.37400478011850974
100% Corpus,14,0.31,0.31,0.4174622445883448
100% Corpus,14,0.31,0.61,0.44553131703035675
100% Corpus,14,0.31,0.9099999999999999,0.3217634297147365
100% Corpus,14,0.31,symmetric,0.35857255968840535
100% Corpus,14,0.61,0.01,0.3666409061223236
100% Corpus,14,0.61,0.31,0.38516597164279287
100% Corpus,14,0.61,0.61,0.4092484075142913
100% Corpus,14,0.61,0.9099999999999999,0.38168199111982054
100% Corpus,14,0.61,symmetric,0.3266042820918272
100% Corpus,14,0.9099999999999999,0.01,0.3619413660244385
100% Corpus,14,0.9099999999999999,0.31,0.36399180195781455
100% Corpus,14,0.9099999999999999,0.61,0.33140080560177
100% Corpus,14,0.9099999999999999,0.9099999999999999,0.37141625700959496
100% Corpus,14,0.9099999999999999,symmetric,0.3552118729581714
100% Corpus,14,symmetric,0.01,0.3567692110587541
100% Corpus,14,symmetric,0.31,0.42642441421705946
100% Corpus,14,symmetric,0.61,0.3669376819751493
100% Corpus,14,symmetric,0.9099999999999999,0.4109907630075031
100% Corpus,14,symmetric,symmetric,0.35319847945995786
100% Corpus,14,asymmetric,0.01,0.3532914708683175
100% Corpus,14,asymmetric,0.31,0.38044147322372607
100% Corpus,14,asymmetric,0.61,0.39437215248744506
100% Corpus,14,asymmetric,0.9099999999999999,0.38625789896409907
100% Corpus,14,asymmetric,symmetric,0.34987735814459175
100% Corpus,15,0.01,0.01,0.35832940248623696
100% Corpus,15,0.01,0.31,0.4033917368618969
100% Corpus,15,0.01,0.61,0.41498709111682186
100% Corpus,15,0.01,0.9099999999999999,0.3809088991555962
100% Corpus,15,0.01,symmetric,0.32293563549211024
100% Corpus,15,0.31,0.01,0.3508149119643077
100% Corpus,15,0.31,0.31,0.3996394034268592
100% Corpus,15,0.31,0.61,0.35251666033050855
100% Corpus,15,0.31,0.9099999999999999,0.38588065081471457
100% Corpus,15,0.31,symmetric,0.33282743937035225
100% Corpus,15,0.61,0.01,0.35789868883504666
100% Corpus,15,0.61,0.31,0.385543021936349
100% Corpus,15,0.61,0.61,0.38325080254268973
100% Corpus,15,0.61,0.9099999999999999,0.3891083937872585
100% Corpus,15,0.61,symmetric,0.3445834589515482
100% Corpus,15,0.9099999999999999,0.01,0.35032356385224583
100% Corpus,15,0.9099999999999999,0.31,0.37376814052371204
100% Corpus,15,0.9099999999999999,0.61,0.3760841359930826
100% Corpus,15,0.9099999999999999,0.9099999999999999,0.3379286491878087
100% Corpus,15,0.9099999999999999,symmetric,0.36635067131763227
100% Corpus,15,symmetric,0.01,0.3435348551568456
100% Corpus,15,symmetric,0.31,0.42802982809395623
100% Corpus,15,symmetric,0.61,0.42684177025190473
100% Corpus,15,symmetric,0.9099999999999999,0.4397730007010732
100% Corpus,15,symmetric,symmetric,0.34482930735638256
100% Corpus,15,asymmetric,0.01,0.3479773981610855
100% Corpus,15,asymmetric,0.31,0.3811529122547138
100% Corpus,15,asymmetric,0.61,0.4372778091799734
100% Corpus,15,asymmetric,0.9099999999999999,0.40436256944829563
100% Corpus,15,asymmetric,symmetric,0.33115788190849327
100% Corpus,16,0.01,0.01,0.35873523457751993
100% Corpus,16,0.01,0.31,0.4051559283317409
100% Corpus,16,0.01,0.61,0.40671397761330286
100% Corpus,16,0.01,0.9099999999999999,0.4133495524173973
100% Corpus,16,0.01,symmetric,0.3615179783759616
100% Corpus,16,0.31,0.01,0.3580847733198884
100% Corpus,16,0.31,0.31,0.38319492325462806
100% Corpus,16,0.31,0.61,0.4082057693236747
100% Corpus,16,0.31,0.9099999999999999,0.38291570790865576
100% Corpus,16,0.31,symmetric,0.3519061854205783
100% Corpus,16,0.61,0.01,0.360009067176811
100% Corpus,16,0.61,0.31,0.4135341808882833
100% Corpus,16,0.61,0.61,0.4163187083544775
100% Corpus,16,0.61,0.9099999999999999,0.38651526211012155
100% Corpus,16,0.61,symmetric,0.34963951403337107
100% Corpus,16,0.9099999999999999,0.01,0.3692981671706831
100% Corpus,16,0.9099999999999999,0.31,0.3688388630570094
100% Corpus,16,0.9099999999999999,0.61,0.35009735827911254
100% Corpus,16,0.9099999999999999,0.9099999999999999,0.33423634834527505
100% Corpus,16,0.9099999999999999,symmetric,0.3452835497688151
100% Corpus,16,symmetric,0.01,0.36355929888981736
100% Corpus,16,symmetric,0.31,0.3934895676079874
100% Corpus,16,symmetric,0.61,0.3956192773092799
100% Corpus,16,symmetric,0.9099999999999999,0.386255692426674
100% Corpus,16,symmetric,symmetric,0.33688975532287535
100% Corpus,16,asymmetric,0.01,0.3323967658779819
100% Corpus,16,asymmetric,0.31,0.40263933364847154
100% Corpus,16,asymmetric,0.61,0.40852062822130253
100% Corpus,16,asymmetric,0.9099999999999999,0.42909940146689096
100% Corpus,16,asymmetric,symmetric,0.3477249485049147
100% Corpus,17,0.01,0.01,0.3396933396478897
100% Corpus,17,0.01,0.31,0.39311818498743656
100% Corpus,17,0.01,0.61,0.40233662000811116
100% Corpus,17,0.01,0.9099999999999999,0.388048727422246
100% Corpus,17,0.01,symmetric,0.3464769386072508
100% Corpus,17,0.31,0.01,0.3467024470637829
100% Corpus,17,0.31,0.31,0.39743768111184186
100% Corpus,17,0.31,0.61,0.3691348055316619
100% Corpus,17,0.31,0.9099999999999999,0.3603810385378996
100% Corpus,17,0.31,symmetric,0.34301771795953373
100% Corpus,17,0.61,0.01,0.37260450796629474
100% Corpus,17,0.61,0.31,0.38575696453574304
100% Corpus,17,0.61,0.61,0.3885502339097363
100% Corpus,17,0.61,0.9099999999999999,0.3483718748199636
100% Corpus,17,0.61,symmetric,0.3479437650374366
100% Corpus,17,0.9099999999999999,0.01,0.37295497002562666
100% Corpus,17,0.9099999999999999,0.31,0.3471232899778737
100% Corpus,17,0.9099999999999999,0.61,0.35719170283208895
100% Corpus,17,0.9099999999999999,0.9099999999999999,0.35062245885533616
100% Corpus,17,0.9099999999999999,symmetric,0.3652169981631169
100% Corpus,17,symmetric,0.01,0.3560596870898857
100% Corpus,17,symmetric,0.31,0.3963724813682579
100% Corpus,17,symmetric,0.61,0.4056113573496247
100% Corpus,17,symmetric,0.9099999999999999,0.3479326649879595
100% Corpus,17,symmetric,symmetric,0.3310859892532047
100% Corpus,17,asymmetric,0.01,0.3480010745311384
100% Corpus,17,asymmetric,0.31,0.38840254336314056
100% Corpus,17,asymmetric,0.61,0.4560334386735744
100% Corpus,17,asymmetric,0.9099999999999999,0.40045994673973695
100% Corpus,17,asymmetric,symmetric,0.3309377070865315
100% Corpus,18,0.01,0.01,0.35440440140831075
100% Corpus,18,0.01,0.31,0.38330220360100653
100% Corpus,18,0.01,0.61,0.3878213410378523
100% Corpus,18,0.01,0.9099999999999999,0.40945483135275934
100% Corpus,18,0.01,symmetric,0.3334080899241922
100% Corpus,18,0.31,0.01,0.35261598524973903
100% Corpus,18,0.31,0.31,0.406795095611737
100% Corpus,18,0.31,0.61,0.4214315706586363
100% Corpus,18,0.31,0.9099999999999999,0.38910931698272183
100% Corpus,18,0.31,symmetric,0.35615879796267635
100% Corpus,18,0.61,0.01,0.35995719325919784
100% Corpus,18,0.61,0.31,0.3700412937074764
100% Corpus,18,0.61,0.61,0.36954904381416737
100% Corpus,18,0.61,0.9099999999999999,0.3843663866976337
100% Corpus,18,0.61,symmetric,0.3623592728742251
100% Corpus,18,0.9099999999999999,0.01,0.37923502353400396
100% Corpus,18,0.9099999999999999,0.31,0.33597105665428445
100% Corpus,18,0.9099999999999999,0.61,0.36375606657766685
100% Corpus,18,0.9099999999999999,0.9099999999999999,0.3489326416642756
100% Corpus,18,0.9099999999999999,symmetric,0.3562867106410057
100% Corpus,18,symmetric,0.01,0.34296690733367186
100% Corpus,18,symmetric,0.31,0.4129923293805931
100% Corpus,18,symmetric,0.61,0.40088604110361065
100% Corpus,18,symmetric,0.9099999999999999,0.3841706468590785
100% Corpus,18,symmetric,symmetric,0.35688628425080415
100% Corpus,18,asymmetric,0.01,0.35139795296840015
100% Corpus,18,asymmetric,0.31,0.4126709454363025
100% Corpus,18,asymmetric,0.61,0.3919713363156325
100% Corpus,18,asymmetric,0.9099999999999999,0.4126616615033785
100% Corpus,18,asymmetric,symmetric,0.3557259334778215
100% Corpus,19,0.01,0.01,0.34528322889094915
100% Corpus,19,0.01,0.31,0.4061422446800331
100% Corpus,19,0.01,0.61,0.447289272440296
100% Corpus,19,0.01,0.9099999999999999,0.36169234156756763
100% Corpus,19,0.01,symmetric,0.3376422242369488
100% Corpus,19,0.31,0.01,0.3524692439977992
100% Corpus,19,0.31,0.31,0.393150741825226
100% Corpus,19,0.31,0.61,0.4067219325395299
100% Corpus,19,0.31,0.9099999999999999,0.3753586283997276
100% Corpus,19,0.31,symmetric,0.32502197459365606
100% Corpus,19,0.61,0.01,0.362989462663422
100% Corpus,19,0.61,0.31,0.38140425083176255
100% Corpus,19,0.61,0.61,0.33525351055206426
100% Corpus,19,0.61,0.9099999999999999,0.38275420508091806
100% Corpus,19,0.61,symmetric,0.3634553985599463
100% Corpus,19,0.9099999999999999,0.01,0.3859423935506126
100% Corpus,19,0.9099999999999999,0.31,0.3146780234316944
100% Corpus,19,0.9099999999999999,0.61,0.37862536860987356
100% Corpus,19,0.9099999999999999,0.9099999999999999,0.3527369429831046
100% Corpus,19,0.9099999999999999,symmetric,0.36450633679815686
100% Corpus,19,symmetric,0.01,0.35186583423171897
100% Corpus,19,symmetric,0.31,0.4229054324080619
100% Corpus,19,symmetric,0.61,0.3803956050553966
100% Corpus,19,symmetric,0.9099999999999999,0.4703629931809674
100% Corpus,19,symmetric,symmetric,0.33389623519407624
100% Corpus,19,asymmetric,0.01,0.3430858221798742
100% Corpus,19,asymmetric,0.31,0.38653275519942176
100% Corpus,19,asymmetric,0.61,0.4548010933947642
100% Corpus,19,asymmetric,0.9099999999999999,0.40217074878934755
100% Corpus,19,asymmetric,symmetric,0.3396914133063657
100% Corpus,20,0.01,0.01,0.3324131991048495
100% Corpus,20,0.01,0.31,0.4155959230226923
100% Corpus,20,0.01,0.61,0.4045007593905523
100% Corpus,20,0.01,0.9099999999999999,0.42417813787175207
100% Corpus,20,0.01,symmetric,0.3425363059992184
100% Corpus,20,0.31,0.01,0.3533477734651805
100% Corpus,20,0.31,0.31,0.36840977873794234
100% Corpus,20,0.31,0.61,0.40740705078005124
100% Corpus,20,0.31,0.9099999999999999,0.42727294733836263
100% Corpus,20,0.31,symmetric,0.3764648274696317
100% Corpus,20,0.61,0.01,0.3394094483495238
100% Corpus,20,0.61,0.31,0.39338897891534674
100% Corpus,20,0.61,0.61,0.41361194763427434
100% Corpus,20,0.61,0.9099999999999999,0.3660131078000144
100% Corpus,20,0.61,symmetric,0.34254744957234434
100% Corpus,20,0.9099999999999999,0.01,0.36306435984315055
100% Corpus,20,0.9099999999999999,0.31,0.3219591117273944
100% Corpus,20,0.9099999999999999,0.61,0.34173357262761794
100% Corpus,20,0.9099999999999999,0.9099999999999999,0.32618320334802847
100% Corpus,20,0.9099999999999999,symmetric,0.36021378900217055
100% Corpus,20,symmetric,0.01,0.3574048837525876
100% Corpus,20,symmetric,0.31,0.3973567073990822
100% Corpus,20,symmetric,0.61,0.39516125624968107
100% Corpus,20,symmetric,0.9099999999999999,0.3967545366619628
100% Corpus,20,symmetric,symmetric,0.35732061039538865
100% Corpus,20,asymmetric,0.01,0.34822395813320417
100% Corpus,20,asymmetric,0.31,0.38883775480010657
100% Corpus,20,asymmetric,0.61,0.45491129659985613
100% Corpus,20,asymmetric,0.9099999999999999,0.4453023945926391
100% Corpus,20,asymmetric,symmetric,0.33618147474424326
100% Corpus,21,0.01,0.01,0.34882659495602353
100% Corpus,21,0.01,0.31,0.3981203473402362
100% Corpus,21,0.01,0.61,0.38619384291598174
100% Corpus,21,0.01,0.9099999999999999,0.36503016213593065
100% Corpus,21,0.01,symmetric,0.3483799033906187
100% Corpus,21,0.31,0.01,0.35629391584990877
100% Corpus,21,0.31,0.31,0.39326818812015873
100% Corpus,21,0.31,0.61,0.4041069198533635
100% Corpus,21,0.31,0.9099999999999999,0.415111443000014
100% Corpus,21,0.31,symmetric,0.325576405801771
100% Corpus,21,0.61,0.01,0.3841804442344732
100% Corpus,21,0.61,0.31,0.40318708349001664
100% Corpus,21,0.61,0.61,0.42672783201188336
100% Corpus,21,0.61,0.9099999999999999,0.31377922037014727
100% Corpus,21,0.61,symmetric,0.3523988490265052
100% Corpus,21,0.9099999999999999,0.01,0.361074029722101
100% Corpus,21,0.9099999999999999,0.31,0.35385368642939624
100% Corpus,21,0.9099999999999999,0.61,0.3261567820063411
100% Corpus,21,0.9099999999999999,0.9099999999999999,0.33151660832948526
100% Corpus,21,0.9099999999999999,symmetric,0.3644697270213395
100% Corpus,21,symmetric,0.01,0.3370632395397862
100% Corpus,21,symmetric,0.31,0.35674633858926397
100% Corpus,21,symmetric,0.61,0.4029577492490727
100% Corpus,21,symmetric,0.9099999999999999,0.405860609747261
100% Corpus,21,symmetric,symmetric,0.34399914166189494
100% Corpus,21,asymmetric,0.01,0.35732128980199096
100% Corpus,21,asymmetric,0.31,0.39160941520941356
100% Corpus,21,asymmetric,0.61,0.3966532780631009
100% Corpus,21,asymmetric,0.9099999999999999,0.40726548187420153
100% Corpus,21,asymmetric,symmetric,0.3449308204755792
100% Corpus,22,0.01,0.01,0.34607768954986134
100% Corpus,22,0.01,0.31,0.4009909977731214
100% Corpus,22,0.01,0.61,0.421791099917644
100% Corpus,22,0.01,0.9099999999999999,0.3741454800398281
100% Corpus,22,0.01,symmetric,0.33875525343828644
100% Corpus,22,0.31,0.01,0.3577991190010447
100% Corpus,22,0.31,0.31,0.4209852076771957
100% Corpus,22,0.31,0.61,0.3869479966957516
100% Corpus,22,0.31,0.9099999999999999,0.3652252777991285
100% Corpus,22,0.31,symmetric,0.3760928321999314
100% Corpus,22,0.61,0.01,0.3720781486101217
100% Corpus,22,0.61,0.31,0.3688822134354521
100% Corpus,22,0.61,0.61,0.400481681834114
100% Corpus,22,0.61,0.9099999999999999,0.38539566428287997
100% Corpus,22,0.61,symmetric,0.3404683082037254
100% Corpus,22,0.9099999999999999,0.01,0.3555209292207644
100% Corpus,22,0.9099999999999999,0.31,0.3605601030322021
100% Corpus,22,0.9099999999999999,0.61,0.34716267999817974
100% Corpus,22,0.9099999999999999,0.9099999999999999,0.3266701186731765
100% Corpus,22,0.9099999999999999,symmetric,0.3352364044606033
100% Corpus,22,symmetric,0.01,0.3437712436780217
100% Corpus,22,symmetric,0.31,0.3974875355713098
100% Corpus,22,symmetric,0.61,0.3897385649024607
100% Corpus,22,symmetric,0.9099999999999999,0.3635899704439909
100% Corpus,22,symmetric,symmetric,0.3629009665115523
100% Corpus,22,asymmetric,0.01,0.34999008209791393
100% Corpus,22,asymmetric,0.31,0.3586937946123505
100% Corpus,22,asymmetric,0.61,0.4558594004039004
